S6 Preheat,,
blank,"Date : 15/07/2021, 08:47:57",
557,0.468,34.1
558,0.467,34.2
559,0.465,34.3
560,0.461,34.6
561,0.458,34.8
562,0.456,35
563,0.455,35.1
564,0.453,35.3
565,0.453,35.3
566,0.453,35.3
567,0.453,35.3
568,0.452,35.3
569,0.45,35.5
570,0.449,35.5
571,0.449,35.5
572,0.45,35.5
573,0.45,35.5
574,0.45,35.5
575,0.45,35.4
576,0.451,35.4
577,0.451,35.4
578,0.451,35.4
579,0.451,35.4
580,0.449,35.6
581,0.448,35.6
582,0.448,35.6
583,0.447,35.7
584,0.447,35.7
585,0.445,35.9
586,0.444,35.9
587,0.444,36
588,0.443,36
589,0.443,36
590,0.443,36
591,0.443,36
592,0.442,36.1
593,0.441,36.2
594,0.439,36.4
595,0.438,36.5
596,0.439,36.4
597,0.442,36.1
598,0.444,36
599,0.443,36
600,0.442,36.1
601,0.439,36.4
602,0.438,36.5
603,0.437,36.5
604,0.438,36.4
605,0.439,36.4
606,0.439,36.4
607,0.439,36.4
608,0.438,36.5
609,0.438,36.5
610,0.44,36.3
611,0.441,36.2
612,0.441,36.2
613,0.441,36.2
614,0.44,36.3
615,0.44,36.3
616,0.439,36.4
617,0.439,36.4
618,0.438,36.5
619,0.438,36.5
620,0.438,36.5
621,0.437,36.5
622,0.437,36.6
623,0.435,36.7
624,0.435,36.7
625,0.435,36.8
626,0.435,36.7
627,0.436,36.7
628,0.436,36.6
629,0.436,36.6
630,0.436,36.6
631,0.435,36.7
632,0.435,36.7
633,0.435,36.8
634,0.435,36.8
635,0.435,36.7
636,0.435,36.7
637,0.434,36.8
638,0.434,36.8
639,0.434,36.8
640,0.434,36.8
641,0.433,36.9
642,0.433,36.9
643,0.432,36.9
644,0.432,36.9
645,0.432,37
646,0.432,37
647,0.431,37
648,0.431,37.1
649,0.431,37.1
650,0.43,37.2
651,0.43,37.2
652,0.43,37.2
653,0.43,37.2
654,0.429,37.2
655,0.429,37.3
656,0.428,37.3
657,0.427,37.4
658,0.426,37.5
659,0.426,37.5
660,0.426,37.5
661,0.427,37.4
662,0.428,37.3
663,0.428,37.3
664,0.427,37.4
665,0.426,37.5
666,0.426,37.5
667,0.425,37.6
668,0.423,37.7
669,0.423,37.7
670,0.423,37.7
671,0.423,37.8
672,0.423,37.8
673,0.422,37.8
674,0.422,37.8
675,0.421,37.9
676,0.42,38
677,0.419,38.1
678,0.418,38.2
679,0.417,38.3
680,0.417,38.3
681,0.417,38.3
682,0.417,38.3
683,0.417,38.3
684,0.417,38.3
685,0.417,38.3
686,0.416,38.4
687,0.415,38.5
688,0.415,38.5
689,0.413,38.6
690,0.412,38.7
691,0.412,38.7
692,0.411,38.8
693,0.41,38.9
694,0.408,39.1
695,0.407,39.2
696,0.406,39.2
697,0.403,39.5
698,0.403,39.5
699,0.403,39.5
700,0.405,39.4
701,0.405,39.4
702,0.405,39.3
703,0.405,39.4
704,0.404,39.4
705,0.403,39.5
706,0.403,39.6
707,0.401,39.7
708,0.4,39.8
709,0.4,39.8
710,0.399,39.9
711,0.398,40
712,0.398,40
713,0.398,40
714,0.396,40.2
715,0.396,40.2
716,0.396,40.2
717,0.395,40.3
718,0.395,40.3
719,0.394,40.3
720,0.393,40.4
721,0.391,40.6
722,0.391,40.6
723,0.39,40.7
724,0.39,40.7
725,0.389,40.9
726,0.387,41
727,0.386,41.1
728,0.386,41.1
729,0.386,41.1
730,0.384,41.3
731,0.382,41.5
732,0.382,41.5
733,0.382,41.5
734,0.382,41.5
735,0.381,41.6
736,0.38,41.7
737,0.38,41.7
738,0.378,41.9
739,0.378,41.9
740,0.378,41.9
741,0.377,42
742,0.377,42
743,0.376,42.1
744,0.375,42.1
745,0.374,42.3
746,0.372,42.5
747,0.371,42.6
748,0.37,42.6
749,0.37,42.6
750,0.37,42.6
751,0.369,42.8
752,0.368,42.8
753,0.367,43
754,0.367,43
755,0.367,43
756,0.366,43.1
757,0.366,43.1
758,0.366,43.1
759,0.366,43.1
760,0.363,43.4
761,0.363,43.4
762,0.363,43.4
763,0.36,43.6
764,0.359,43.7
765,0.359,43.7
766,0.359,43.7
767,0.359,43.7
768,0.359,43.7
769,0.359,43.7
770,0.359,43.7
771,0.36,43.7
772,0.357,44
773,0.356,44
774,0.356,44.1
775,0.355,44.1
776,0.355,44.1
777,0.355,44.1
778,0.355,44.2
779,0.352,44.5
780,0.352,44.5
781,0.35,44.7
782,0.35,44.7
783,0.349,44.8
784,0.349,44.8
785,0.348,44.8
786,0.348,44.9
787,0.344,45.2
788,0.344,45.3
789,0.344,45.3
790,0.343,45.4
791,0.343,45.4
792,0.342,45.5
793,0.342,45.5
794,0.342,45.5
795,0.342,45.5
796,0.341,45.6
797,0.341,45.6
798,0.34,45.7
799,0.339,45.8
800,0.338,45.9
801,0.336,46.2
802,0.335,46.2
803,0.333,46.5
804,0.332,46.6
805,0.33,46.8
806,0.329,46.8
807,0.329,46.8
808,0.328,47
809,0.327,47.1
810,0.327,47.1
811,0.327,47.1
812,0.327,47.1
813,0.325,47.3
814,0.325,47.3
815,0.325,47.3
816,0.324,47.4
817,0.323,47.6
818,0.321,47.8
819,0.321,47.8
820,0.32,47.8
821,0.317,48.2
822,0.309,49.1
823,0.308,49.2
824,0.312,48.7
825,0.313,48.7
826,0.313,48.6
827,0.313,48.6
828,0.313,48.6
829,0.313,48.6
830,0.314,48.6
831,0.314,48.5
832,0.314,48.5
833,0.314,48.6
834,0.309,49.1
835,0.308,49.2
836,0.31,49
837,0.311,48.9
838,0.311,48.8
839,0.312,48.8
840,0.309,49.1
841,0.31,49
842,0.31,49
843,0.31,49
844,0.309,49.1
845,0.309,49.1
846,0.309,49
847,0.309,49
848,0.309,49.1
849,0.308,49.2
850,0.309,49.1
851,0.308,49.3
852,0.308,49.2
853,0.308,49.2
854,0.308,49.2
855,0.306,49.4
856,0.306,49.4
857,0.306,49.4
858,0.304,49.6
859,0.304,49.6
860,0.304,49.7
861,0.303,49.7
862,0.303,49.7
863,0.303,49.7
864,0.303,49.7
865,0.303,49.8
866,0.302,49.9
867,0.302,49.9
868,0.302,49.9
869,0.301,50
870,0.3,50.1
871,0.299,50.2
872,0.298,50.4
873,0.298,50.4
874,0.298,50.4
875,0.297,50.4
876,0.297,50.4
877,0.297,50.5
878,0.296,50.6
879,0.291,51.2
880,0.289,51.4
881,0.284,52
882,0.283,52.1
883,0.281,52.3
884,0.283,52.1
885,0.284,52
886,0.288,51.6
887,0.288,51.5
888,0.288,51.5
889,0.288,51.5
890,0.287,51.6
891,0.287,51.6
892,0.287,51.7
893,0.287,51.7
894,0.286,51.8
895,0.285,51.9
896,0.284,52.1
897,0.283,52.1
898,0.284,52.1
899,0.284,52
900,0.285,51.9
901,0.285,51.9
902,0.284,52
903,0.283,52.2
904,0.279,52.6
905,0.277,52.8
906,0.279,52.5
907,0.28,52.5
908,0.279,52.6
909,0.279,52.5
910,0.28,52.5
911,0.28,52.5
912,0.28,52.5
913,0.28,52.5
914,0.279,52.6
915,0.278,52.7
916,0.276,52.9
917,0.274,53.2
918,0.275,53.1
919,0.275,53.1
920,0.275,53.1
921,0.276,53
922,0.276,53
923,0.276,53
924,0.276,53
925,0.276,53
926,0.275,53.1
927,0.276,53
928,0.276,53
929,0.276,52.9
930,0.276,53
931,0.275,53.1
932,0.275,53.1
933,0.275,53.1
934,0.275,53.1
935,0.274,53.2
936,0.275,53.1
937,0.274,53.2
938,0.273,53.3
939,0.273,53.3
940,0.273,53.3
941,0.273,53.3
942,0.273,53.3
943,0.273,53.4
944,0.272,53.5
945,0.272,53.5
946,0.271,53.5
947,0.271,53.6
948,0.271,53.6
949,0.271,53.6
950,0.278,52.7
951,0.289,51.4
952,0.29,51.3
953,0.291,51.2
954,0.294,50.8
955,0.296,50.6
956,0.299,50.2
957,0.302,49.9
958,0.303,49.8
959,0.304,49.6
960,0.305,49.5
961,0.306,49.4
962,0.308,49.2
963,0.308,49.2
964,0.31,49
965,0.313,48.7
966,0.313,48.7
967,0.315,48.4
968,0.317,48.2
969,0.321,47.7
970,0.326,47.2
971,0.327,47.2
972,0.323,47.5
973,0.322,47.6
974,0.321,47.7
975,0.321,47.8
976,0.321,47.8
977,0.318,48.1
978,0.314,48.5
979,0.308,49.2
980,0.294,50.8
981,0.289,51.4
982,0.288,51.5
983,0.283,52.1
984,0.286,51.7
985,0.292,51
986,0.298,50.3
987,0.306,49.4
988,0.311,48.8
989,0.312,48.8
990,0.311,48.8
991,0.308,49.2
992,0.304,49.6
993,0.3,50.1
994,0.291,51.2
995,0.278,52.7
996,0.275,53.1
997,0.275,53.1
998,0.278,52.7
999,0.278,52.7
"1,000.00",0.284,52
"1,001.00",0.287,51.6
"1,002.00",0.291,51.1
"1,003.00",0.294,50.8
"1,004.00",0.294,50.8
"1,005.00",0.294,50.8
"1,006.00",0.297,50.5
"1,007.00",0.297,50.4
"1,008.00",0.297,50.5
"1,009.00",0.295,50.7
"1,010.00",0.295,50.7
"1,011.00",0.295,50.7
"1,012.00",0.295,50.7
"1,013.00",0.294,50.8
"1,014.00",0.29,51.3
"1,015.00",0.291,51.2
"1,016.00",0.291,51.2
"1,017.00",0.291,51.2
"1,018.00",0.292,51.1
"1,019.00",0.292,51
"1,020.00",0.297,50.5
"1,021.00",0.297,50.5
"1,022.00",0.3,50.2
"1,023.00",0.302,49.9
"1,024.00",0.302,49.9
"1,025.00",0.303,49.8
"1,026.00",0.305,49.6
"1,027.00",0.308,49.2
"1,028.00",0.308,49.2
"1,029.00",0.31,49
"1,030.00",0.31,49
"1,031.00",0.31,49
"1,032.00",0.311,48.8
"1,033.00",0.314,48.5
"1,034.00",0.314,48.5
"1,035.00",0.315,48.5
"1,036.00",0.315,48.4
"1,037.00",0.317,48.2
"1,038.00",0.319,48
"1,039.00",0.326,47.3
"1,040.00",0.328,47
"1,041.00",0.329,46.9
"1,042.00",0.329,46.8
"1,043.00",0.33,46.8
"1,044.00",0.33,46.8
"1,045.00",0.331,46.7
"1,046.00",0.331,46.7
"1,047.00",0.332,46.6
"1,048.00",0.335,46.3
"1,049.00",0.335,46.3
"1,050.00",0.334,46.3
"1,051.00",0.333,46.4
"1,052.00",0.334,46.4
"1,053.00",0.333,46.4
"1,054.00",0.333,46.5
"1,055.00",0.333,46.5
"1,056.00",0.339,45.8
"1,057.00",0.339,45.8
"1,058.00",0.344,45.3
"1,059.00",0.351,44.6
"1,060.00",0.359,43.7
"1,061.00",0.362,43.4
"1,062.00",0.364,43.3
"1,063.00",0.367,43
"1,064.00",0.366,43
"1,065.00",0.365,43.1
"1,066.00",0.365,43.2
"1,067.00",0.368,42.8
"1,068.00",0.371,42.6
"1,069.00",0.371,42.6
"1,070.00",0.371,42.5
"1,071.00",0.372,42.5
"1,072.00",0.371,42.5
"1,073.00",0.381,41.6
"1,074.00",0.381,41.6
"1,075.00",0.382,41.5
"1,076.00",0.382,41.4
"1,077.00",0.383,41.4
"1,078.00",0.383,41.4
"1,079.00",0.377,41.9
"1,080.00",0.377,41.9
"1,081.00",0.378,41.9
"1,082.00",0.378,41.8
"1,083.00",0.385,41.2
"1,084.00",0.384,41.3
"1,085.00",0.383,41.4
"1,086.00",0.384,41.3
"1,087.00",0.386,41.1
"1,088.00",0.387,41.1
"1,089.00",0.39,40.7
"1,090.00",0.394,40.3
"1,091.00",0.396,40.1
"1,092.00",0.399,39.9
"1,093.00",0.399,39.9
"1,094.00",0.398,40
"1,095.00",0.398,40
"1,096.00",0.398,40
"1,097.00",0.405,39.3
"1,098.00",0.407,39.1
"1,099.00",0.416,38.4
"1,100.00",0.314,48.5
,,
,,
S6 Irrad 1 3,,
S6 Irrad 1 3 1,"Date : 15/07/2021, 12:56:11",
Wavelength (nm),ABS,%T
190,2.246,0.6
191,2.351,0.4
192,2.413,0.4
193,2.463,0.3
194,2.539,0.3
195,2.543,0.3
196,2.585,0.3
197,2.632,0.2
198,2.656,0.2
199,2.655,0.2
200,2.653,0.2
201,2.669,0.2
202,2.707,0.2
203,2.733,0.2
204,2.748,0.2
205,2.793,0.2
206,2.794,0.2
207,2.806,0.2
208,2.807,0.2
209,2.813,0.2
210,2.815,0.2
211,2.821,0.2
212,2.822,0.2
213,2.852,0.1
214,2.855,0.1
215,2.997,0.1
216,3,0
217,3,0
218,3,0
219,3,0
220,3,0
221,3,0
222,3,0
223,3,0.1
224,2.963,0.1
225,2.817,0.2
226,2.737,0.2
227,2.66,0.2
228,2.607,0.2
229,2.551,0.3
230,2.494,0.3
231,2.428,0.4
232,2.348,0.4
233,2.273,0.5
234,2.205,0.6
235,2.142,0.7
236,2.087,0.8
237,2.034,0.9
238,1.982,1
239,1.93,1.2
240,1.877,1.3
241,1.829,1.5
242,1.793,1.6
243,1.764,1.7
244,1.736,1.8
245,1.69,2
246,1.645,2.3
247,1.61,2.5
248,1.584,2.6
249,1.561,2.7
250,1.533,2.9
251,1.497,3.2
252,1.464,3.4
253,1.435,3.7
254,1.409,3.9
255,1.383,4.1
256,1.356,4.4
257,1.331,4.7
258,1.306,4.9
259,1.283,5.2
260,1.266,5.4
261,1.255,5.6
262,1.251,5.6
263,1.241,5.7
264,1.231,5.9
265,1.221,6
266,1.211,6.1
267,1.203,6.3
268,1.199,6.3
269,1.195,6.4
270,1.19,6.5
271,1.183,6.6
272,1.181,6.6
273,1.183,6.6
274,1.185,6.5
275,1.185,6.5
276,1.183,6.6
277,1.182,6.6
278,1.183,6.6
279,1.183,6.6
280,1.183,6.6
281,1.183,6.6
282,1.183,6.6
283,1.183,6.6
284,1.184,6.5
285,1.185,6.5
286,1.187,6.5
287,1.191,6.4
288,1.193,6.4
289,1.193,6.4
290,1.193,6.4
291,1.193,6.4
292,1.198,6.3
293,1.198,6.3
294,1.198,6.3
295,1.198,6.3
296,1.198,6.3
297,1.198,6.3
298,1.199,6.3
299,1.202,6.3
300,1.202,6.3
301,1.199,6.3
302,1.199,6.3
303,1.199,6.3
304,1.197,6.4
305,1.19,6.5
306,1.187,6.5
307,1.18,6.6
308,1.174,6.7
309,1.172,6.7
310,1.169,6.8
311,1.166,6.8
312,1.162,6.9
313,1.155,7
314,1.148,7.1
315,1.148,7.1
316,1.146,7.2
317,1.137,7.3
318,1.128,7.5
319,1.123,7.5
320,1.117,7.6
321,1.105,7.9
322,1.093,8.1
323,1.087,8.2
324,1.085,8.2
325,1.083,8.3
326,1.078,8.4
327,1.069,8.5
328,1.06,8.7
329,1.051,8.9
330,1.04,9.1
331,1.031,9.3
332,1.025,9.4
333,1.02,9.5
334,1.015,9.7
335,1.007,9.8
336,0.999,10
337,0.992,10.2
338,0.985,10.4
339,0.977,10.6
340,0.968,10.8
341,0.958,11
342,0.949,11.2
343,0.945,11.4
344,0.943,11.4
345,0.942,11.4
346,0.935,11.6
347,0.924,11.9
348,0.917,12.1
349,0.909,12.3
350,0.901,12.6
351,0.893,12.8
352,0.884,13
353,0.876,13.3
354,0.874,13.4
355,0.869,13.5
356,0.865,13.7
357,0.864,13.7
358,0.858,13.9
359,0.854,14
360,0.854,14
361,0.854,14
362,0.854,14
363,0.848,14.2
364,0.843,14.3
365,0.836,14.6
366,0.833,14.7
367,0.828,14.9
368,0.82,15.1
369,0.812,15.4
370,0.808,15.6
371,0.804,15.7
372,0.798,15.9
373,0.792,16.1
374,0.787,16.3
375,0.786,16.4
376,0.786,16.4
377,0.786,16.4
378,0.785,16.4
379,0.784,16.5
380,0.778,16.7
381,0.772,16.9
382,0.77,17
383,0.77,17
384,0.768,17.1
385,0.764,17.2
386,0.763,17.2
387,0.761,17.3
388,0.755,17.6
389,0.751,17.7
390,0.739,18.3
391,0.731,18.6
392,0.725,18.8
393,0.722,19
394,0.722,19
395,0.719,19.1
396,0.715,19.3
397,0.712,19.4
398,0.708,19.6
399,0.705,19.7
400,0.702,19.9
401,0.697,20.1
402,0.694,20.2
403,0.694,20.2
404,0.694,20.2
405,0.694,20.2
406,0.691,20.4
407,0.687,20.5
408,0.684,20.7
409,0.683,20.8
410,0.681,20.8
411,0.68,20.9
412,0.677,21
413,0.676,21.1
414,0.672,21.3
415,0.671,21.3
416,0.668,21.5
417,0.665,21.6
418,0.662,21.8
419,0.66,21.9
420,0.659,21.9
421,0.659,21.9
422,0.658,22
423,0.656,22.1
424,0.655,22.1
425,0.653,22.2
426,0.651,22.3
427,0.65,22.4
428,0.648,22.5
429,0.648,22.5
430,0.646,22.6
431,0.645,22.7
432,0.643,22.8
433,0.641,22.9
434,0.639,22.9
435,0.637,23.1
436,0.636,23.1
437,0.633,23.3
438,0.631,23.4
439,0.63,23.4
440,0.628,23.5
441,0.627,23.6
442,0.626,23.6
443,0.624,23.8
444,0.621,23.9
445,0.619,24
446,0.617,24.1
447,0.616,24.2
448,0.615,24.2
449,0.615,24.3
450,0.612,24.4
451,0.61,24.5
452,0.61,24.6
453,0.609,24.6
454,0.606,24.8
455,0.604,24.9
456,0.602,25
457,0.599,25.2
458,0.598,25.3
459,0.596,25.4
460,0.596,25.4
461,0.596,25.4
462,0.594,25.5
463,0.591,25.6
464,0.59,25.7
465,0.588,25.8
466,0.587,25.9
467,0.584,26.1
468,0.584,26.1
469,0.581,26.2
470,0.58,26.3
471,0.577,26.5
472,0.575,26.6
473,0.574,26.7
474,0.573,26.8
475,0.571,26.9
476,0.568,27
477,0.567,27.1
478,0.564,27.3
479,0.563,27.3
480,0.558,27.6
481,0.553,28
482,0.549,28.3
483,0.548,28.3
484,0.551,28.1
485,0.552,28
486,0.55,28.2
487,0.549,28.3
488,0.549,28.3
489,0.546,28.4
490,0.543,28.7
491,0.542,28.7
492,0.542,28.7
493,0.541,28.8
494,0.538,29
495,0.535,29.2
496,0.533,29.3
497,0.532,29.4
498,0.53,29.5
499,0.53,29.5
500,0.527,29.7
501,0.525,29.8
502,0.524,29.9
503,0.522,30.1
504,0.521,30.2
505,0.519,30.3
506,0.517,30.4
507,0.515,30.6
508,0.513,30.7
509,0.511,30.8
510,0.51,30.9
511,0.509,30.9
512,0.508,31
513,0.507,31.1
514,0.505,31.3
515,0.502,31.5
516,0.499,31.7
517,0.499,31.7
518,0.499,31.7
519,0.499,31.7
520,0.498,31.8
521,0.496,31.9
522,0.493,32.1
523,0.491,32.3
524,0.488,32.5
525,0.485,32.7
526,0.483,32.9
527,0.485,32.8
528,0.488,32.5
529,0.488,32.5
530,0.486,32.7
531,0.483,32.9
532,0.483,32.9
533,0.482,32.9
534,0.481,33
535,0.48,33.1
536,0.479,33.2
537,0.477,33.3
538,0.472,33.7
539,0.469,34
540,0.47,33.9
541,0.473,33.7
542,0.474,33.6
543,0.474,33.6
544,0.471,33.8
545,0.471,33.8
546,0.471,33.8
547,0.471,33.8
548,0.47,33.9
549,0.468,34
550,0.467,34.1
551,0.464,34.3
552,0.464,34.4
553,0.464,34.4
554,0.463,34.4
555,0.462,34.5
556,0.46,34.7
557,0.459,34.8
558,0.458,34.9
559,0.458,34.9
560,0.453,35.2
561,0.452,35.3
562,0.45,35.5
563,0.448,35.6
564,0.447,35.7
565,0.448,35.7
566,0.448,35.7
567,0.448,35.7
568,0.447,35.8
569,0.445,35.9
570,0.445,35.9
571,0.445,35.9
572,0.445,35.9
573,0.445,35.9
574,0.445,35.9
575,0.445,35.9
576,0.446,35.8
577,0.446,35.8
578,0.446,35.8
579,0.446,35.8
580,0.444,36
581,0.444,36
582,0.444,36
583,0.443,36
584,0.443,36.1
585,0.442,36.1
586,0.442,36.2
587,0.441,36.2
588,0.441,36.2
589,0.441,36.2
590,0.442,36.2
591,0.441,36.2
592,0.441,36.2
593,0.44,36.3
594,0.439,36.4
595,0.439,36.4
596,0.439,36.4
597,0.441,36.2
598,0.442,36.2
599,0.441,36.2
600,0.441,36.2
601,0.44,36.3
602,0.437,36.5
603,0.437,36.5
604,0.439,36.4
605,0.44,36.3
606,0.44,36.3
607,0.439,36.4
608,0.439,36.4
609,0.439,36.4
610,0.441,36.2
611,0.442,36.1
612,0.442,36.1
613,0.442,36.2
614,0.441,36.2
615,0.441,36.2
616,0.441,36.2
617,0.441,36.3
618,0.44,36.3
619,0.44,36.3
620,0.44,36.3
621,0.44,36.3
622,0.439,36.4
623,0.439,36.4
624,0.438,36.5
625,0.438,36.5
626,0.438,36.5
627,0.439,36.4
628,0.44,36.3
629,0.44,36.3
630,0.44,36.3
631,0.44,36.3
632,0.439,36.4
633,0.439,36.4
634,0.44,36.3
635,0.439,36.4
636,0.439,36.4
637,0.439,36.4
638,0.439,36.4
639,0.439,36.4
640,0.439,36.4
641,0.439,36.4
642,0.439,36.4
643,0.438,36.4
644,0.438,36.5
645,0.438,36.5
646,0.438,36.5
647,0.437,36.5
648,0.437,36.5
649,0.437,36.5
650,0.437,36.6
651,0.436,36.6
652,0.436,36.6
653,0.436,36.6
654,0.435,36.7
655,0.435,36.7
656,0.435,36.8
657,0.433,36.9
658,0.433,36.9
659,0.433,36.9
660,0.433,36.9
661,0.434,36.8
662,0.434,36.8
663,0.434,36.8
664,0.434,36.8
665,0.433,36.9
666,0.432,37
667,0.431,37.1
668,0.431,37.1
669,0.43,37.1
670,0.43,37.1
671,0.43,37.1
672,0.429,37.2
673,0.429,37.2
674,0.429,37.3
675,0.428,37.3
676,0.427,37.4
677,0.426,37.5
678,0.425,37.6
679,0.425,37.6
680,0.424,37.7
681,0.424,37.7
682,0.424,37.7
683,0.423,37.7
684,0.423,37.8
685,0.422,37.8
686,0.422,37.8
687,0.421,37.9
688,0.42,38
689,0.419,38.1
690,0.419,38.1
691,0.417,38.2
692,0.417,38.3
693,0.416,38.4
694,0.416,38.4
695,0.414,38.6
696,0.411,38.8
697,0.41,38.9
698,0.41,38.9
699,0.41,38.9
700,0.41,38.9
701,0.411,38.9
702,0.41,38.9
703,0.409,39
704,0.408,39.1
705,0.407,39.1
706,0.407,39.2
707,0.406,39.3
708,0.404,39.4
709,0.403,39.5
710,0.402,39.6
711,0.401,39.7
712,0.401,39.7
713,0.4,39.8
714,0.399,39.9
715,0.397,40.1
716,0.397,40.1
717,0.397,40.1
718,0.397,40.1
719,0.396,40.2
720,0.395,40.3
721,0.394,40.3
722,0.393,40.5
723,0.392,40.5
724,0.392,40.6
725,0.392,40.6
726,0.389,40.8
727,0.389,40.8
728,0.388,40.9
729,0.386,41.1
730,0.384,41.3
731,0.383,41.4
732,0.383,41.4
733,0.381,41.5
734,0.381,41.6
735,0.38,41.7
736,0.378,41.9
737,0.377,42
738,0.376,42.1
739,0.375,42.2
740,0.375,42.2
741,0.375,42.2
742,0.374,42.3
743,0.374,42.3
744,0.373,42.3
745,0.371,42.6
746,0.369,42.7
747,0.369,42.8
748,0.367,42.9
749,0.367,42.9
750,0.366,43.1
751,0.366,43.1
752,0.366,43.1
753,0.366,43.1
754,0.364,43.2
755,0.363,43.3
756,0.364,43.3
757,0.364,43.3
758,0.363,43.3
759,0.363,43.4
760,0.362,43.5
761,0.36,43.7
762,0.359,43.8
763,0.357,44
764,0.355,44.2
765,0.352,44.4
766,0.352,44.4
767,0.352,44.5
768,0.35,44.7
769,0.35,44.6
770,0.35,44.6
771,0.35,44.7
772,0.349,44.7
773,0.349,44.7
774,0.349,44.8
775,0.349,44.8
776,0.346,45
777,0.344,45.2
778,0.344,45.3
779,0.345,45.2
780,0.344,45.3
781,0.344,45.2
782,0.344,45.3
783,0.343,45.4
784,0.341,45.6
785,0.339,45.8
786,0.339,45.8
787,0.337,46
788,0.336,46.2
789,0.333,46.4
790,0.333,46.5
791,0.332,46.5
792,0.332,46.6
793,0.331,46.7
794,0.331,46.7
795,0.33,46.7
796,0.33,46.7
797,0.329,46.9
798,0.329,46.9
799,0.328,47
800,0.328,47
801,0.326,47.2
802,0.326,47.2
803,0.325,47.3
804,0.322,47.6
805,0.321,47.8
806,0.32,47.8
807,0.319,48
808,0.318,48.1
809,0.318,48.1
810,0.317,48.2
811,0.315,48.4
812,0.315,48.4
813,0.315,48.4
814,0.315,48.4
815,0.316,48.4
816,0.311,48.9
817,0.311,48.9
818,0.311,48.9
819,0.309,49.1
820,0.308,49.2
821,0.305,49.5
822,0.303,49.8
823,0.297,50.4
824,0.298,50.4
825,0.3,50.2
826,0.303,49.7
827,0.304,49.7
828,0.302,49.9
829,0.303,49.8
830,0.303,49.8
831,0.303,49.8
832,0.302,49.9
833,0.302,49.9
834,0.299,50.2
835,0.299,50.2
836,0.3,50.2
837,0.3,50.2
838,0.299,50.2
839,0.294,50.8
840,0.295,50.7
841,0.295,50.7
842,0.295,50.7
843,0.295,50.7
844,0.294,50.8
845,0.294,50.8
846,0.294,50.8
847,0.294,50.8
848,0.294,50.9
849,0.293,50.9
850,0.294,50.8
851,0.296,50.6
852,0.295,50.7
853,0.295,50.7
854,0.295,50.7
855,0.293,50.9
856,0.293,51
857,0.293,51
858,0.292,51
859,0.291,51.2
860,0.291,51.2
861,0.29,51.2
862,0.289,51.4
863,0.289,51.4
864,0.289,51.4
865,0.289,51.4
866,0.289,51.5
867,0.289,51.4
868,0.289,51.4
869,0.288,51.5
870,0.288,51.6
871,0.284,52
872,0.284,52
873,0.284,52
874,0.283,52.1
875,0.282,52.2
876,0.282,52.2
877,0.282,52.2
878,0.282,52.2
879,0.281,52.3
880,0.279,52.6
881,0.277,52.8
882,0.276,52.9
883,0.278,52.7
884,0.28,52.5
885,0.278,52.7
886,0.278,52.8
887,0.277,52.8
888,0.274,53.2
889,0.273,53.4
890,0.273,53.3
891,0.273,53.3
892,0.273,53.3
893,0.272,53.5
894,0.272,53.4
895,0.27,53.8
896,0.269,53.8
897,0.271,53.6
898,0.271,53.6
899,0.272,53.5
900,0.269,53.8
901,0.268,54
902,0.268,54
903,0.268,54
904,0.268,54
905,0.268,54
906,0.267,54.1
907,0.267,54
908,0.267,54.1
909,0.267,54.1
910,0.266,54.3
911,0.266,54.2
912,0.266,54.2
913,0.266,54.2
914,0.267,54.1
915,0.267,54.1
916,0.267,54.1
917,0.266,54.2
918,0.266,54.2
919,0.264,54.4
920,0.264,54.4
921,0.264,54.4
922,0.263,54.6
923,0.263,54.6
924,0.263,54.6
925,0.263,54.6
926,0.263,54.6
927,0.263,54.6
928,0.263,54.6
929,0.264,54.5
930,0.264,54.4
931,0.264,54.4
932,0.264,54.4
933,0.264,54.5
934,0.263,54.5
935,0.262,54.6
936,0.262,54.8
937,0.262,54.7
938,0.262,54.7
939,0.262,54.7
940,0.262,54.7
941,0.262,54.8
942,0.261,54.9
943,0.261,54.9
944,0.259,55
945,0.259,55
946,0.26,55
947,0.259,55.1
948,0.259,55.1
949,0.258,55.2
950,0.272,53.5
951,0.28,52.5
952,0.282,52.2
953,0.283,52.2
954,0.285,51.8
955,0.285,51.8
956,0.289,51.4
957,0.292,51
958,0.294,50.8
959,0.294,50.8
960,0.297,50.5
961,0.298,50.3
962,0.299,50.3
963,0.3,50.1
964,0.301,50
965,0.303,49.7
966,0.304,49.7
967,0.307,49.3
968,0.309,49
969,0.314,48.5
970,0.318,48.1
971,0.318,48.1
972,0.316,48.3
973,0.312,48.8
974,0.312,48.8
975,0.312,48.8
976,0.312,48.8
977,0.311,48.8
978,0.31,49
979,0.307,49.3
980,0.294,50.8
981,0.28,52.5
982,0.279,52.6
983,0.274,53.2
984,0.274,53.2
985,0.281,52.3
986,0.287,51.6
987,0.294,50.8
988,0.299,50.3
989,0.301,50
990,0.301,50
991,0.301,50
992,0.299,50.3
993,0.296,50.5
994,0.287,51.6
995,0.271,53.6
996,0.266,54.2
997,0.264,54.5
998,0.266,54.2
999,0.266,54.2
"1,000.00",0.273,53.3
"1,001.00",0.28,52.5
"1,002.00",0.281,52.4
"1,003.00",0.284,52
"1,004.00",0.286,51.8
"1,005.00",0.286,51.8
"1,006.00",0.286,51.7
"1,007.00",0.286,51.7
